Gene_symbol,CRO-AP2,DB,GRANTA-519,JM1,JSC-1,KARPAS-1106P,KARPAS-422,NU-DUL-1,OCI-LY7,RC-K8,SCC-3,SLVL,SU-DHL-4,SU-DHL-8,TK,TUR,WSU-DLCL2
Null,Sensitive,Resistive,Resistive,Sensitive,Resistive,Sensitive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Sensitive
NKIRAS2,29.27,27.5,33.73,43.85,29.24,26.63,46.65,30.06,25.03,37.87,18.99,25.21,30.36,37.89,56.13,26.81,35.75
NKPD1,0.46,0.38,0.24,0.19,1.67,0.21,1.08,1.08,0.77,1.36,4.29,0.78,0.52,0.4,0.26,1.28,1.22
NKRF,80.76,40.66,16.87,60.38,63.43,82.08,24.8,26.37,24.42,37.01,29.07,32.76,19.74,14.07,54.37,38.79,27.06
NKTR,33.86,46.74,52.23,76.5,25.49,44.68,87.15,44.16,47.72,28.27,17.95,34.81,33.15,30.0,62.84,88.73,48.99
NKX1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX1-2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-1,0.0,0.04,0.03,0.0,3.45,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
NKX2-1-AS1,0.03,0.0,0.0,0.04,0.37,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-2,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.03
NKX2-2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-3,0.5,0.0,0.03,0.27,1.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0
NKX2-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.03,0.0,0.0,0.0,0.07
NKX2-6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-8,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0
NKX3-1,0.0,0.08,0.48,1.06,0.0,4.75,2.96,0.03,0.26,0.0,8.78,0.0,0.0,0.0,0.0,1.94,0.95
NKX3-2,0.0,0.0,0.44,0.15,0.0,0.14,0.12,0.03,0.58,0.36,2.14,0.03,0.2,0.0,2.29,3.91,2.4
NKX6-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.91,0.0,0.03,0.0,0.0,0.0,0.0
NKX6-2,0.0,0.0,0.03,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.04,0.03,0.0
NKX6-3,0.0,0.04,3.33,0.53,0.0,0.0,0.0,0.21,5.95,0.0,0.0,0.0,4.0,0.27,0.0,0.0,0.03
NLE1,18.93,33.77,22.82,41.57,24.72,19.41,28.16,27.1,17.26,25.42,34.27,21.15,16.49,39.23,65.17,29.47,19.29
NLGN1,0.0,0.04,0.0,0.0,18.67,0.0,0.0,0.0,0.0,0.03,0.13,0.09,0.0,0.0,0.15,0.0,0.0
NLGN1-AS1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.22,0.0,0.0
NLGN2,2.35,4.94,0.95,5.78,44.66,0.75,0.32,14.93,0.16,3.58,55.74,2.08,11.08,0.17,0.07,28.5,0.89
NLGN3,2.18,1.94,2.24,4.14,2.24,3.43,7.95,2.62,1.76,3.48,2.51,1.52,1.08,1.55,1.57,6.44,1.05
NLGN4X,15.69,0.0,0.85,0.0,0.0,0.0,138.99,0.28,0.1,0.0,0.03,0.16,13.15,0.0,0.0,0.0,0.0
NLGN4Y,0.26,5.82,0.0,0.19,0.0,0.0,0.0,0.0,0.0,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLGN4Y-AS1,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLK,22.16,82.72,24.25,20.44,23.69,75.64,86.35,25.01,32.0,16.02,8.61,15.31,46.56,12.19,39.18,12.78,74.76
NLN,11.66,50.66,10.0,9.5,14.72,7.83,22.69,12.24,5.37,8.57,8.01,8.04,7.31,5.04,31.27,26.01,3.36
NLRC3,9.81,74.97,27.82,33.9,0.47,12.87,40.54,21.9,67.86,0.4,0.33,0.84,98.98,10.41,14.32,18.87,83.16
NLRC4,0.46,13.12,1.6,1.37,0.03,0.75,3.43,1.74,0.06,0.1,0.0,0.12,7.08,0.2,0.19,2.25,0.66
NLRC5,61.67,5.13,46.96,34.81,43.89,32.28,72.73,72.2,50.09,57.93,25.56,17.08,3.87,59.62,55.04,12.95,0.66
NLRP1,81.59,5.17,10.88,2.47,11.27,33.5,0.36,9.59,9.97,4.47,18.79,26.05,3.64,4.8,6.67,2.01,6.81
NLRP2,0.03,0.08,97.8,0.04,43.26,76.61,36.5,0.03,0.06,48.56,44.28,32.01,0.03,0.0,0.04,0.59,0.0
NLRP2B,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
NLRP3,0.0,0.04,0.07,0.0,0.0,0.0,0.04,0.24,0.0,0.03,6.6,0.16,0.03,0.0,0.04,45.26,0.3
NLRP3P1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP4,0.1,7.99,0.03,0.04,0.03,4.15,15.34,0.0,10.9,0.03,0.0,4.16,34.33,0.0,0.04,0.0,131.59
NLRP5,0.07,0.0,0.0,0.0,0.3,0.0,0.04,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0
NLRP6,0.2,0.3,1.29,3.46,0.17,0.36,0.2,9.87,0.1,0.26,2.45,1.24,2.49,5.11,0.22,1.28,5.04
NLRP7,0.03,0.3,11.94,0.0,0.03,7.76,0.08,0.0,4.92,0.03,0.03,0.19,3.8,0.0,0.0,4.09,0.1
NLRP8,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP9,0.1,0.15,0.07,0.38,0.0,0.0,0.48,0.77,0.19,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0
NLRP9P1,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.07,0.0,0.12,0.0,0.0,0.0,0.0,0.0
NLRP10,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.03,0.0,0.07,0.0,0.81,0.0,0.0,0.0,0.0,0.0
NLRP11,2.35,17.61,0.03,5.02,1.17,5.11,2.4,2.27,198.22,210.08,0.97,2.55,0.52,3.46,5.47,0.03,80.43
NLRP12,0.43,0.3,0.34,0.3,0.23,0.39,1.0,0.31,0.29,0.36,4.49,0.34,0.16,0.13,0.37,0.8,0.0
NLRP13,0.0,0.15,0.03,0.04,0.0,0.21,0.04,0.0,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.03
NLRP14,0.07,0.0,0.1,0.11,0.07,0.04,0.36,0.1,5.4,0.13,0.2,0.09,0.3,0.2,0.0,0.0,0.0
NLRX1,9.81,9.66,15.27,3.76,13.25,16.59,4.11,4.26,3.48,6.72,14.74,18.17,11.44,6.15,0.64,18.87,17.84
NMB,4.1,4.94,6.16,9.01,14.72,10.33,16.1,10.08,8.22,4.6,55.94,1.4,16.89,6.32,3.86,67.84,8.76
NMBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.03,0.0,0.3,0.0,0.0,0.07
NMBR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.24,0.0,0.0,0.0
NMD3,39.54,56.98,50.5,53.81,53.9,51.05,57.43,49.04,45.87,55.15,73.42,49.84,48.59,36.01,62.17,69.2,39.57
NMD3P1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
NMD3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NME1,80.14,112.32,23.4,142.47,142.62,72.32,123.17,143.73,53.73,69.72,35.87,65.36,68.66,84.92,189.39,36.81,40.62
NME1-NME2,1.45,6.09,1.6,1.41,4.68,2.04,2.16,2.72,1.28,4.57,4.02,1.4,5.18,4.37,6.11,1.97,3.06
NME1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
NME2,75.38,218.17,78.21,273.0,85.04,86.26,405.46,234.83,66.33,83.03,119.92,74.74,313.87,190.69,148.86,77.37,103.9
NME2P1,0.13,0.15,0.0,0.11,0.17,0.21,0.0,0.14,0.1,0.07,0.3,0.12,0.13,0.13,0.26,0.17,0.0
NME3,28.14,36.06,50.19,10.56,23.38,19.91,51.96,45.13,21.9,13.31,39.16,75.24,26.75,16.56,14.4,3.32,44.81
NME4,1.35,5.86,37.0,22.12,51.32,2.5,42.77,39.24,9.01,1.13,48.97,34.44,26.49,0.97,1.61,33.25,43.59
NME5,0.0,0.23,0.2,0.11,0.0,0.0,1.8,0.21,0.0,0.0,0.0,0.06,0.0,0.0,0.64,0.0,0.0
NME6,12.35,13.01,10.24,14.25,9.2,14.8,19.61,14.68,11.41,15.13,11.32,12.2,11.21,13.74,19.09,19.29,14.68
NME7,7.96,5.71,6.8,11.59,9.33,7.97,8.55,9.28,5.4,4.8,43.18,3.17,3.54,8.33,13.42,6.23,7.47
NME8,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
NME9,0.03,0.34,0.99,0.68,0.1,0.04,1.32,0.59,0.13,0.0,1.88,0.03,0.72,0.47,0.07,0.03,0.79
NMI,53.15,0.08,47.88,28.42,27.17,36.71,41.22,30.8,11.19,54.92,45.72,64.84,0.07,33.56,34.72,77.09,0.26
NMNAT1,11.76,9.62,10.75,1.94,4.55,6.11,10.74,7.39,5.63,12.75,3.92,6.21,3.51,12.83,5.32,11.01,5.56
NMNAT1P1,0.83,0.0,0.0,0.72,0.54,0.0,0.08,0.14,0.03,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0
NMNAT1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
NMNAT1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT2,0.1,0.04,0.0,0.0,0.17,0.04,0.04,0.0,0.0,0.0,2.01,0.53,0.03,0.0,0.0,5.13,0.03
NMNAT3,7.76,0.15,2.62,0.04,0.0,0.04,0.04,0.03,0.0,1.59,0.07,0.0,0.0,0.24,0.0,16.59,0.0
NMRAL1,16.52,45.68,4.42,31.43,1.84,29.06,60.39,39.03,53.19,0.1,30.05,45.86,36.85,30.8,57.59,31.03,43.39
NMRAL2P,0.3,0.04,0.14,0.04,0.0,0.04,0.04,0.03,0.0,0.0,0.33,0.06,0.03,0.03,0.0,0.87,0.03
NMRK1,93.98,2.85,13.5,8.06,22.31,19.05,8.47,12.49,21.32,7.28,26.9,3.94,2.43,2.65,7.61,10.77,6.62
NMRK2,0.0,0.0,0.65,0.0,0.0,0.54,0.0,0.0,0.0,0.1,0.03,0.03,0.0,0.0,0.0,0.0,0.0
NMS,0.0,0.0,3.3,0.19,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
NMT1,57.44,84.09,66.92,124.11,78.85,72.46,92.66,66.69,61.76,122.78,57.58,43.69,56.98,74.0,107.8,54.37,62.71
NMT2,16.71,2.28,11.77,1.63,6.02,1.54,2.08,1.26,0.77,1.03,15.21,5.47,1.57,1.48,6.49,26.29,0.3
NMTRQ-TTG12-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0
NMTRS-TGA3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMU,0.23,0.08,2.01,0.04,0.13,0.0,0.44,0.14,0.0,0.0,0.03,0.03,0.16,0.0,0.0,0.0,0.07
NMUR1,0.03,0.0,0.03,0.0,0.17,0.07,0.0,0.03,0.03,0.03,0.1,0.06,0.07,0.0,0.0,0.07,0.0
NMUR2,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
NNAT,0.0,3.27,8.54,3.72,0.07,0.07,7.27,2.79,0.0,0.03,0.2,0.03,3.54,3.22,0.11,0.07,0.0
NNMT,0.0,0.08,0.07,0.08,0.0,0.07,0.16,0.1,0.03,0.03,18.39,0.0,0.13,0.1,0.0,0.03,0.0
NNT,38.55,106.99,66.11,102.03,84.04,64.35,53.8,60.62,49.48,55.02,37.85,32.95,42.03,48.44,48.78,135.0,67.69
NNT-AS1,13.87,43.89,30.27,29.94,14.49,14.69,18.65,17.19,17.1,18.84,15.78,14.19,11.74,24.96,21.48,20.88,14.72
NOA1,52.59,52.83,40.6,35.04,66.04,62.27,44.93,46.6,50.51,80.25,37.11,36.08,61.34,53.58,41.88,82.04,96.82
NOB1,130.41,131.26,140.55,114.88,185.67,141.78,155.76,130.62,95.29,126.72,426.98,120.3,142.89,144.57,139.11,218.01,271.66
NOBOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOC2L,78.39,90.86,227.43,88.92,81.83,68.74,105.16,75.75,49.93,104.51,73.56,47.48,52.23,121.7,137.87,86.68,40.49
NOC2LP1,0.03,0.04,0.0,0.04,0.07,0.04,0.08,0.03,0.06,0.07,0.0,0.06,0.0,0.0,0.04,0.1,0.0
NOC2LP2,0.33,0.08,0.48,0.04,0.33,0.29,0.08,0.07,0.16,0.46,0.27,0.12,0.07,0.07,0.49,0.31,0.0
NOC3L,35.61,54.88,75.26,85.62,55.17,57.73,32.35,39.1,41.56,36.28,29.18,84.18,21.08,28.85,52.72,34.87,27.65
NOC4L,61.01,33.01,38.66,57.65,54.63,62.99,53.88,54.3,52.33,39.92,16.04,48.63,20.1,52.23,67.83,38.93,37.79
NOCT,31.28,15.14,10.24,10.15,44.16,14.8,8.75,20.02,11.73,35.85,13.63,16.8,12.66,8.03,10.5,49.77,9.84
NOD1,5.68,4.26,7.24,4.48,1.71,5.72,8.31,8.68,4.44,0.66,13.6,10.9,3.38,7.99,5.06,15.45,6.22
NOD2,2.68,0.0,3.77,0.15,0.03,7.36,0.04,0.07,0.0,57.87,344.61,15.06,0.0,0.54,0.0,3.36,0.0
NODAL,0.0,0.91,0.95,1.22,0.0,0.0,0.32,0.63,0.0,0.0,0.0,0.0,0.43,1.85,0.0,0.0,0.0
NOG,0.0,0.0,0.31,0.0,0.03,0.0,0.0,0.07,0.0,0.0,63.48,0.0,0.07,0.0,0.0,10.56,0.03
NOL3,2.11,1.22,21.22,2.74,4.68,2.97,4.31,2.34,0.9,11.59,103.77,21.86,2.26,1.58,2.4,6.27,0.95
NOL4,0.0,37.73,2.75,8.74,0.0,0.14,67.5,0.0,1.57,0.0,0.0,0.03,10.0,0.0,0.41,0.0,0.82
NOL4L,7.2,0.27,3.4,18.13,9.33,1.0,0.36,4.08,0.8,11.52,3.85,25.34,1.34,0.34,0.64,24.07,1.51
NOL4L-DT,0.07,0.0,0.0,0.84,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.0
NOL6,65.47,64.24,74.0,54.08,52.12,83.44,89.82,55.21,21.58,58.36,20.27,30.18,16.89,24.22,64.57,22.96,10.67
NOL7,109.17,166.78,138.27,200.72,136.4,129.05,193.79,89.71,137.61,161.38,73.06,76.82,105.93,130.37,175.18,79.52,88.19
NOL8,53.71,53.32,35.06,55.71,40.58,43.97,55.16,35.4,26.79,34.86,25.52,26.08,19.64,22.3,55.01,27.08,17.18
NOL8P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOL9,24.51,19.44,7.86,18.66,24.05,29.13,23.84,22.36,30.14,33.8,20.43,15.59,4.72,13.64,34.23,17.52,16.86
NOL10,56.29,58.42,48.12,73.0,48.01,68.6,38.78,40.07,29.98,41.88,32.66,47.11,20.3,29.93,64.23,52.92,19.16
NOL11,56.25,137.04,60.19,170.66,68.05,63.17,105.16,77.43,59.23,74.82,45.82,57.26,35.11,57.44,150.69,40.49,30.25
NOL12,13.81,8.06,8.5,8.32,9.07,9.9,12.78,7.85,11.51,2.95,4.12,5.59,9.7,9.37,7.65,11.01,9.42
NOLC1,189.34,279.97,282.96,554.21,326.35,171.48,180.21,526.2,188.76,260.63,195.49,286.33,159.11,246.62,423.7,227.64,96.72
NOM1,25.93,45.11,35.43,62.66,33.79,21.45,36.94,30.9,29.47,35.45,28.67,18.88,24.72,34.87,24.6,21.02,11.72
NOMO1,85.72,23.35,17.82,20.22,99.56,24.92,32.63,35.61,14.35,28.47,18.86,30.12,13.21,15.28,26.25,34.87,22.91
NOMO2,30.75,9.32,7.72,11.97,32.38,21.7,15.58,13.71,6.58,12.48,10.05,21.05,5.21,8.1,12.26,14.13,11.06
NOMO3,22.73,6.58,2.62,2.85,20.37,12.83,5.67,5.62,4.7,6.39,4.66,2.61,2.2,3.09,7.35,7.93,6.06
NONO,500.64,531.87,429.9,1182.9,332.27,591.8,420.52,468.06,278.84,397.15,355.67,265.75,296.03,449.64,482.3,527.03,278.51
NONOP2,1.19,24.3,19.04,7.49,0.64,5.4,21.01,10.53,0.67,2.32,0.4,1.24,21.8,3.06,3.94,1.7,2.77
NOP2,179.14,104.37,118.51,114.57,108.83,82.76,221.02,131.8,61.31,80.18,46.79,64.15,69.64,67.79,98.95,32.14,37.73
NOP9,47.07,67.66,35.91,50.88,76.81,47.29,131.24,66.27,30.85,41.71,21.47,30.43,31.74,54.65,56.17,27.46,32.79
NOP10,286.36,177.16,335.43,228.5,349.7,153.18,330.86,266.5,244.98,212.53,328.53,221.25,246.23,307.82,435.17,240.42,176.13
NOP14,114.49,110.41,99.09,184.53,141.68,141.53,169.38,152.83,110.12,165.22,65.65,140.64,90.98,117.03,275.93,127.0,93.0
NOP14-AS1,4.62,2.13,6.46,2.93,5.32,6.01,12.46,3.03,3.32,3.44,3.32,7.33,4.26,2.49,2.51,2.39,7.31
NOP16,61.94,52.3,57.16,58.75,74.6,43.11,84.79,58.0,45.01,49.86,37.68,34.13,40.85,40.95,80.84,19.36,14.81
NOP53,154.36,163.05,183.26,172.94,190.02,301.28,99.93,186.25,208.03,193.89,230.86,170.35,254.23,252.03,281.18,290.88,256.36
NOP53-AS1,0.2,1.41,0.68,1.37,0.17,0.18,0.48,1.81,0.22,0.33,0.3,0.28,0.66,1.71,0.11,0.17,0.1
NOP56,199.12,287.43,70.46,610.56,195.07,197.26,318.24,338.56,134.03,173.0,45.39,120.33,120.03,483.8,269.97,109.78,67.45
NOP56P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,2.35,0.0,0.0,0.0,2.79,0.0,0.0,0.0
NOP56P2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP56P3,0.0,2.32,0.0,0.49,0.0,0.0,3.16,2.37,0.1,0.13,0.0,0.0,0.46,0.67,0.0,0.0,0.0
NOP58,164.24,196.71,167.28,272.2,149.14,152.79,176.01,209.55,163.92,219.62,82.97,194.67,82.69,170.17,177.35,79.97,99.78
NORAD,195.39,331.62,217.37,195.74,182.5,161.62,211.52,169.23,109.74,148.64,195.22,105.45,112.89,297.14,287.14,384.77,67.92
NOS1,0.17,0.0,0.1,0.0,0.03,0.07,0.04,0.0,0.0,0.03,0.0,1.3,0.0,0.0,0.0,0.07,0.0
NOS1AP,0.33,0.0,0.0,0.04,0.0,0.79,0.04,0.1,0.0,0.26,0.2,0.4,0.0,0.0,0.0,1.84,0.07
NOS2,0.1,0.0,0.14,0.0,0.03,0.18,0.0,0.0,0.0,0.03,0.2,0.06,0.03,0.0,0.0,0.14,0.0
NOS2P1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0
NOS2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOS2P3,4.26,0.04,0.07,0.11,0.17,0.21,0.28,0.14,0.06,0.07,0.13,0.09,0.07,0.07,0.07,0.14,0.03
NOS2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOS3,6.94,0.91,0.1,0.38,1.41,4.29,7.35,0.21,0.1,10.13,0.13,1.99,2.07,0.07,0.04,3.01,0.16
NOSIP,33.96,40.24,35.09,33.9,38.71,29.38,59.03,35.54,26.18,37.87,27.1,16.49,27.25,57.57,52.72,29.47,32.46
NOSTRIN,0.13,2.32,1.73,5.47,0.17,0.07,0.76,2.48,0.06,0.03,0.1,0.09,1.41,2.72,0.04,0.03,0.0
NOTCH1,149.41,3.39,35.26,12.05,9.77,57.2,2.24,11.16,6.43,68.59,52.72,40.74,9.97,4.17,0.0,13.65,7.84
NOTCH2,91.3,36.67,0.37,11.7,146.2,11.65,2.56,33.94,11.89,16.72,29.14,3.14,2.56,15.08,62.73,62.93,3.36
NOTCH2NLA,10.44,10.35,0.68,1.79,14.62,4.54,0.24,5.58,1.5,2.71,4.25,2.7,1.93,3.8,6.22,6.72,1.12
NOTCH2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOTCH3,0.36,0.11,2.21,0.11,0.6,0.14,3.39,0.07,0.1,0.43,0.03,0.09,0.36,0.03,0.11,0.07,0.16
NOTCH4,0.17,0.34,4.59,1.18,0.23,0.64,3.04,0.42,0.58,0.2,0.5,0.62,1.7,1.75,1.24,0.17,1.74
NOTO,0.03,0.04,0.0,0.0,0.1,0.07,0.0,0.1,0.13,0.1,0.07,0.09,0.0,0.0,0.07,0.1,0.0
NOTUM,0.0,0.0,9.62,1.37,3.18,0.61,0.0,0.03,0.67,2.78,0.1,0.62,0.1,0.0,0.0,0.07,17.18
CCN3,0.0,0.08,0.82,0.04,0.0,0.0,0.0,2.09,0.0,0.07,0.0,0.22,0.07,0.03,0.0,6.48,0.07
NOVA1,0.0,0.0,2.18,0.0,0.0,0.54,0.0,0.0,0.0,0.2,0.0,0.0,0.03,0.0,2.55,0.0,0.0
NOVA2,0.0,0.23,0.0,0.11,0.0,0.07,0.08,0.0,0.26,0.03,38.55,0.03,0.23,0.03,0.0,0.0,0.76
NOX1,0.03,1.52,0.51,1.44,0.0,0.43,0.24,1.29,0.06,0.0,0.0,0.03,0.39,0.64,0.0,0.0,0.03
NOX3,0.0,0.0,0.24,0.19,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0
NOX4,0.07,0.04,0.0,0.0,0.03,0.04,0.0,1.71,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.0
NOX5,0.03,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.03,0.03,0.9,0.03,0.0,0.0,0.04,0.03,0.0
NOXA1,1.59,0.27,3.03,3.8,4.15,5.68,0.16,1.46,0.22,10.59,19.56,0.68,2.43,5.71,0.04,24.31,37.2
NOXO1,0.33,0.0,0.0,0.0,0.54,0.82,0.0,0.03,0.93,2.95,0.13,0.84,0.07,0.0,0.45,0.14,0.13
NOXRED1,1.19,2.02,0.61,0.72,0.7,1.29,7.07,1.5,1.28,1.69,45.49,0.62,1.41,1.75,1.84,1.97,3.85
NPAP1,0.33,0.04,0.0,0.04,0.17,0.21,0.0,0.03,0.22,0.17,0.17,0.12,0.0,0.03,0.19,0.1,0.0
NPAP1P2,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.03,0.1,0.0,0.0,0.0,0.0,0.03,0.03
NPAP1P3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.04,0.03,0.03
NPAP1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPAP1P6,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
NPAP1P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPAS1,1.62,3.5,1.16,3.38,5.19,8.65,11.3,1.36,12.21,1.69,3.25,1.58,12.0,4.5,4.16,35.71,17.94
NPAS2,0.0,0.0,0.03,0.04,1.84,0.0,0.04,0.03,0.0,0.63,0.07,0.0,0.03,0.0,0.0,0.0,0.03
NPAS3,21.11,0.0,0.03,0.0,0.03,0.25,1.28,0.0,0.03,0.13,0.13,0.06,0.0,0.0,0.15,0.03,0.0
NPAS4,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.03,0.0,0.0,0.0,0.07,0.0
NPAT,17.51,51.23,23.36,26.33,17.1,58.77,83.31,11.93,22.6,25.49,12.93,31.24,13.25,16.02,35.47,9.94,24.43
NPB,0.17,0.04,0.03,0.11,1.44,0.68,0.04,0.03,2.46,0.96,0.64,0.19,0.03,0.3,0.79,0.24,2.04
NPBWR1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPBWR2,0.03,0.23,0.0,0.0,0.07,0.0,0.92,0.1,0.0,0.0,0.0,0.0,0.3,0.03,0.04,0.0,0.03
NPC1,56.12,18.94,8.91,9.73,15.12,13.91,16.1,13.15,13.39,13.18,77.75,22.39,13.31,15.85,13.2,33.52,19.39
NPC1L1,0.13,0.11,0.17,0.19,0.03,0.04,0.0,0.03,0.0,0.2,1.0,0.03,0.0,0.03,0.11,0.1,0.07
NPC2,76.5,7.64,58.83,29.18,83.94,42.43,26.0,39.55,44.46,15.82,157.03,38.41,42.56,37.86,43.68,180.43,21.3
