Gene_symbol,A3-KAW,A4-Fuk,BC-1,DB,DOHH-2,Farage,GRANTA-519,JSC-1,KARPAS-1106P,KARPAS-422,RC-K8,SCC-3,SLVL,SU-DHL-10,SU-DHL-5,SU-DHL-6,SU-DHL-8,TK,TUR,VAL
Null,Sensitive,Resistive,Resistive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Resistive,Resistive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Resistive
,,,,,,,,,,,,,,,,,,,,
MIR5700,0.81,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
MIR5701-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5701-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5701-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5703,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.36,3.12,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5706,0.0,0.0,0.25,0.0,0.0,0.62,0.0,0.7,6.04,1.08,0.0,0.0,0.0,0.28,0.57,1.65,0.0,0.34,0.48,1.2
MIR5707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5787,0.0,1.33,8.41,0.0,0.0,4.92,0.0,2.41,0.39,0.0,3.18,4.35,1.15,7.81,4.63,8.57,0.0,3.71,0.35,2.62
MIR6068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6069,0.74,0.91,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,5.5
MIR6070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.61,0.84,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.26,0.38,0.47
MIR6071,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6075,0.0,0.0,0.43,0.0,0.67,14.03,1.97,3.18,1.32,16.49,1.85,0.64,1.52,5.01,2.19,2.2,0.0,0.52,0.21,0.51
MIR6076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6077,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0
MIR6078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6079,,,,,,,,,,,,,,,,,,,,
MIR6080,0.0,0.0,3.83,0.0,0.0,0.77,0.0,3.45,3.5,0.0,3.77,2.75,3.14,0.67,2.12,2.38,0.0,1.95,2.29,6.23
MIR6081,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.57,1.07,0.0,0.0,0.2,0.0,0.25,0.25,0.26,0.0,0.26,0.38,0.26
MIR6082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6086,,,,,,,,,,,,,,,,,,,,
MIR6087,0.0,0.0,18742.0,0.0,0.0,12471.6,0.0,8344.49,14658.6,0.0,7857.19,8561.66,11319.4,46.6,89.83,95.24,0.0,12257.5,19673.1,19606.0
MIR6088,0.0,1.44,0.0,0.0,0.0,0.47,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.43,0.0,0.51,0.0,0.0,0.0,0.0
MIR6089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.28,0.0
MIR6090,0.0,0.0,0.0,1.06,0.0,2.88,0.0,0.3,3.86,0.0,0.43,1.0,0.53,0.75,2.33,0.0,0.0,2.14,0.31,1.2
MIR6124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
MIR6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6126,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.34,0.71,0.0,0.56,1.34,1.43,0.25,0.78,1.17,0.0,0.3,0.62,1.35
MIR6127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6129,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.54,0.79,0.8,0.23,0.37,0.0,0.21,0.64,0.26,0.0,0.45,0.52,2.0
MIR6130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0
MIR6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
MIR6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6133,0.0,0.0,0.18,0.0,0.0,0.22,0.0,0.33,0.18,0.0,0.23,0.2,0.0,0.0,0.21,0.0,0.47,0.0,0.0,0.0
MIR6134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.29
MIR6499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6500,0.0,1.72,1.7,0.72,0.0,0.29,1.09,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,2.42,0.0,0.0,0.29
MIR6501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6503,0.0,0.0,0.0,2.21,0.0,0.0,1.09,0.0,0.0,0.0,0.3,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.21,0.0
MIR6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.67,0.0,0.0,0.0,0.44,1.68,0.82,0.0,0.0
MIR6505,0.81,1.02,4.15,2.66,0.0,0.69,0.0,1.61,4.43,4.91,0.0,0.27,2.24,1.6,0.99,3.7,0.0,0.37,0.0,6.49
MIR6506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6507,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6508,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.64,0.36,0.0,0.0,0.0,0.28,0.39,0.0,0.0,0.0,1.69,0.0,0.4
MIR6509,0.0,0.0,0.76,0.0,0.0,4.92,4.42,0.43,2.47,0.0,1.16,0.23,1.68,0.0,0.0,0.29,0.6,0.3,2.42,0.0
MIR6510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6511A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6511A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6511A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6511A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6511B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6511B2,,,,,,,,,,,,,,,,,,,,
MIR6512,1.49,1.9,9.82,0.84,0.83,0.95,1.22,1.97,1.36,1.12,1.29,4.42,2.27,0.28,1.2,4.43,0.67,1.31,22.72,2.84
MIR6513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6514,0.0,2.11,0.61,1.83,3.75,1.75,1.33,1.07,0.29,2.48,0.36,0.3,0.22,0.64,0.99,0.37,2.96,1.09,0.0,1.02
MIR6515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
MIR6516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6715A,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6715B,,,,,,,,,,,,,,,,,,,,
MIR6716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6719,0.0,1.68,5.3,0.72,2.24,4.26,0.0,4.98,1.22,3.99,0.86,2.31,1.27,1.56,1.34,4.51,0.6,1.76,0.66,1.68
MIR6720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6721,0.0,0.84,0.0,1.45,0.0,0.29,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0
MIR6722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.77,0.22,0.0,0.0,0.0,0.0,0.34,0.0,0.0
MIR6723,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.55
MIR6724-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6724-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6724-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6724-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6728,4.52,7.41,0.72,0.0,2.21,4.44,0.0,1.07,0.71,3.91,1.39,1.34,0.19,1.78,1.03,0.59,0.0,0.86,0.42,1.09
MIR6729,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6730,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.73
MIR6731,0.0,1.02,0.0,0.0,0.0,4.81,0.0,1.04,4.08,1.2,1.39,1.67,3.32,0.0,1.63,1.47,0.0,0.34,1.04,3.03
MIR6732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6733,,,,,,,,,,,,,,,,,,,,
MIR6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6736,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.36,1.48,0.43,0.33,0.0,0.0,0.0,0.44,0.0,0.0,1.28,0.0
MIR6737,0.0,0.0,0.0,0.0,0.0,0.36,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
MIR6738,5.4,1.16,0.65,0.0,1.02,2.33,4.39,2.64,1.32,4.07,0.79,0.0,0.75,0.71,1.45,2.86,0.0,0.41,0.87,1.13
MIR6739,8.44,18.57,9.78,13.5,13.93,12.17,13.77,5.79,7.01,44.13,12.65,5.59,10.84,6.32,8.02,10.48,15.15,11.59,8.03,18.7
MIR6740,1.01,1.93,0.0,0.0,0.0,0.22,0.0,0.33,0.0,0.76,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0
MIR6741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6745,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.31,0.0
MIR6746,0.0,1.16,0.0,3.0,15.56,3.13,17.85,0.0,5.33,2.76,1.99,1.57,0.25,1.07,2.93,1.25,6.55,2.02,0.31,8.82
MIR6747,1.89,1.19,0.69,5.17,2.15,0.4,0.0,0.64,1.72,2.88,0.4,1.64,0.0,0.36,1.13,1.72,0.0,0.41,0.62,1.6
MIR6748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6749,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.32,0.0,0.0,0.37,0.28,0.0
MIR6750,0.78,5.86,0.83,0.0,0.0,0.0,0.0,1.0,0.29,2.32,1.66,0.27,0.65,0.6,0.0,1.76,0.0,0.0,0.48,1.6
MIR6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6752,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6753,9.82,6.25,63.84,2.7,5.57,6.3,5.13,14.89,9.47,7.99,4.57,4.15,3.51,14.35,6.36,11.17,2.52,2.02,3.08,6.34
MIR6754,0.88,0.0,0.32,0.0,0.0,0.77,0.0,0.3,0.0,1.32,0.0,0.3,0.71,1.03,0.0,0.0,0.0,1.54,0.0,1.09
MIR6755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6757,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6759,,,,,,,,,,,,,,,,,,,,
MIR6760,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0
MIR6761,0.0,0.0,0.29,0.87,0.0,1.02,1.29,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02
MIR6762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.0,0.3,0.94,1.12,1.07,0.0,2.12,0.0,0.0,0.66,3.1
MIR6763,6.21,9.02,0.65,0.99,10.05,0.36,1.43,0.0,0.32,1.36,1.92,0.94,1.71,0.71,1.06,2.82,1.58,0.0,0.87,6.34
MIR6764,,,,,,,,,,,,,,,,,,,,
MIR6765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6766,2.4,1.02,0.0,0.87,1.83,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
MIR6767,,,,,,,,,,,,,,,,,,,,
MIR6768,0.0,6.11,0.87,1.75,6.34,2.73,3.91,0.8,2.32,2.44,2.09,1.67,1.77,3.77,2.9,4.36,1.44,1.76,1.04,0.0
MIR6769A,1.59,1.02,2.02,2.59,0.9,3.06,1.29,2.84,2.29,2.4,1.03,0.84,3.91,0.6,0.64,2.53,0.0,3.15,1.8,4.63
MIR6769B,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.4
MIR6770-1,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6770-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6770-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6771,0.95,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.39,0.0,0.0,0.0,0.31,0.0
MIR6772,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6774,0.0,0.0,0.0,16.28,24.27,41.97,32.17,0.0,28.49,39.82,0.73,3.15,2.52,14.85,20.19,53.19,0.0,0.0,6.44,21.43
MIR6775,8.34,5.3,1.84,3.65,2.85,2.51,1.36,0.27,3.65,7.59,5.43,2.61,3.7,4.26,3.36,1.14,4.5,1.12,0.83,9.48
MIR6776,5.87,1.23,0.36,0.0,0.0,1.68,0.0,0.64,1.07,7.39,1.26,0.33,0.0,1.14,0.0,0.0,0.0,0.0,0.97,0.4
MIR6777,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.28,0.0
MIR6778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6779,0.0,0.0,0.65,0.0,0.0,0.77,0.0,0.6,0.32,1.36,0.4,0.0,0.0,1.42,0.71,0.0,0.81,0.0,0.28,0.0
MIR6780A,0.84,1.09,0.32,0.0,0.0,0.0,0.0,0.57,0.0,1.28,0.36,0.6,0.0,0.32,0.0,1.94,0.0,0.37,0.28,0.73
MIR6780B,2.19,0.0,2.67,0.0,0.0,2.19,0.0,1.91,2.4,0.0,2.22,1.51,0.81,1.14,0.88,6.63,0.0,0.64,0.73,1.53
MIR6781,3.61,1.16,1.62,0.0,0.0,1.53,1.46,1.17,1.64,4.07,3.11,0.64,0.5,0.71,0.0,2.05,0.0,2.77,0.0,0.36
MIR6782,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6783,0.91,3.44,0.0,0.99,3.07,1.93,8.81,0.6,1.64,5.43,3.11,1.57,1.24,2.49,1.45,5.31,3.22,1.2,0.87,0.36
MIR6784,1.72,1.09,0.32,0.0,0.0,0.0,0.0,2.24,0.32,0.0,9.3,1.81,0.25,0.0,0.0,0.0,0.77,0.0,0.0,0.0
MIR6785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6786,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6793,0.0,0.0,2.67,0.99,0.0,1.17,2.99,2.71,1.32,0.0,0.4,1.27,0.75,0.36,1.1,1.25,0.0,3.22,0.31,4.99
MIR6794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6796,0.95,0.0,0.69,0.0,0.0,0.8,0.0,2.44,0.0,0.0,0.79,0.0,0.53,0.36,0.39,1.28,0.0,0.41,0.0,1.57
MIR6797,6.41,17.3,3.79,13.2,4.55,9.95,3.91,8.13,9.33,6.03,7.28,2.78,3.97,4.4,12.87,13.48,0.0,3.19,3.91,11.41
MIR6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6799,0.84,0.0,0.29,0.0,0.0,1.42,0.0,0.27,0.61,1.28,0.0,0.0,0.22,0.64,0.0,0.37,1.51,1.12,0.28,0.0
MIR6800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
